date,veg_name,whole_price,retail_price,shoping_mall_price,unit
2024-06-18,Banana Flower,18,21 - 23,22 - 30,1kg
2024-06-18,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-18,Bitter Gourd,34,39 - 43,41 - 56,1kg
2024-06-18,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-18,Butter Beans,51,59 - 65,61 - 84,1kg
2024-06-18,Broad Beans,72,83 - 91,86 - 119,1kg
2024-06-18,Cabbage,34,39 - 43,41 - 56,1kg
2024-06-18,Carrot,47,54 - 60,56 - 78,1kg
2024-06-18,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-18,Cluster beans,41,47 - 52,49 - 68,1kg
2024-06-18,Coconut,38,44 - 48,46 - 63,1kg
2024-06-18,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-06-18,Colocasia,29,33 - 37,35 - 48,1kg
2024-06-18,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-18,Corn,30,35 - 38,36 - 50,1kg
2024-06-18,Cucumber,30,35 - 38,36 - 50,1kg
2024-06-18,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-06-18,Dill Leaves,14,16 - 18,17 - 23,1kg
2024-06-18,Drumsticks,80,92 - 102,96 - 132,1kg
2024-06-18,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-18,Brinjal (Big),32,37 - 41,38 - 53,1kg
2024-06-18,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-06-18,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-18,French Beans,114,131 - 145,137 - 188,1kg
2024-06-18,Garlic,220,253 - 279,264 - 363,1kg
2024-06-18,Ginger,131,151 - 166,157 - 216,1kg
2024-06-18,Onion Green,38,44 - 48,46 - 63,1kg
2024-06-18,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-18,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-18,Lemon (Lime),90,104 - 114,108 - 149,1kg
2024-06-18,Mango Raw,35,40 - 44,42 - 58,1kg
2024-06-18,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-18,Mushroom,92,106 - 117,110 - 152,1kg
2024-06-18,Mustard Leaves,13,15 - 17,16 - 21,1kg
2024-06-18,Ladies Finger,45,52 - 57,54 - 74,1kg
2024-06-18,Pumpkin,19,22 - 24,23 - 31,1kg
2024-06-18,Radish,33,38 - 42,40 - 54,1kg
2024-06-18,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-18,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg
2024-06-18,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-18,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-18,Spinach,13,15 - 17,16 - 21,1kg
2024-06-18,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-19,Onion Big,37,43 - 47,44 - 61,1kg
2024-06-19,Onion Small,57,66 - 72,68 - 94,1kg
2024-06-19,Tomato,38,44 - 48,46 - 63,1kg
2024-06-19,Green Chilli,61,70 - 77,73 - 101,1kg
2024-06-19,Beetroot,44,51 - 56,53 - 73,1kg
2024-06-19,Potato,37,43 - 47,44 - 61,1kg
2024-06-19,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-19,Amaranth Leaves,13,15 - 17,16 - 21,1kg
2024-06-19,Amla,70,81 - 89,84 - 116,1kg
2024-06-19,Ash gourd,17,20 - 22,20 - 28,1kg
2024-06-19,Baby Corn,46,53 - 58,55 - 76,1kg
2024-06-19,Banana Flower,18,21 - 23,22 - 30,1kg
2024-06-19,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-19,Bitter Gourd,34,39 - 43,41 - 56,1kg
2024-06-19,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-19,Butter Beans,51,59 - 65,61 - 84,1kg
2024-06-19,Broad Beans,72,83 - 91,86 - 119,1kg
2024-06-19,Cabbage,34,39 - 43,41 - 56,1kg
2024-06-19,Carrot,47,54 - 60,56 - 78,1kg
2024-06-19,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-19,Cluster beans,41,47 - 52,49 - 68,1kg
2024-06-19,Coconut,38,44 - 48,46 - 63,1kg
2024-06-19,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-06-19,Colocasia,29,33 - 37,35 - 48,1kg
2024-06-19,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-19,Corn,30,35 - 38,36 - 50,1kg
2024-06-19,Cucumber,30,35 - 38,36 - 50,1kg
2024-06-19,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-06-19,Dill Leaves,14,16 - 18,17 - 23,1kg
2024-06-19,Drumsticks,80,92 - 102,96 - 132,1kg
2024-06-19,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-19,Brinjal (Big),32,37 - 41,38 - 53,1kg
2024-06-19,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-06-19,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-19,French Beans,114,131 - 145,137 - 188,1kg
2024-06-19,Garlic,220,253 - 279,264 - 363,1kg
2024-06-19,Ginger,131,151 - 166,157 - 216,1kg
2024-06-19,Onion Green,38,44 - 48,46 - 63,1kg
2024-06-19,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-19,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-19,Lemon (Lime),90,104 - 114,108 - 149,1kg
2024-06-19,Mango Raw,35,40 - 44,42 - 58,1kg
2024-06-19,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-19,Mushroom,92,106 - 117,110 - 152,1kg
2024-06-19,Mustard Leaves,13,15 - 17,16 - 21,1kg
2024-06-19,Ladies Finger,45,52 - 57,54 - 74,1kg
2024-06-19,Pumpkin,19,22 - 24,23 - 31,1kg
2024-06-19,Radish,33,38 - 42,40 - 54,1kg
2024-06-19,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-19,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg
2024-06-19,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-19,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-19,Spinach,13,15 - 17,16 - 21,1kg
2024-06-19,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-20,Onion Big,37,43 - 47,44 - 61,1kg
2024-06-20,Onion Small,57,66 - 72,68 - 94,1kg
2024-06-20,Tomato,38,44 - 48,46 - 63,1kg
2024-06-20,Green Chilli,61,70 - 77,73 - 101,1kg
2024-06-20,Beetroot,44,51 - 56,53 - 73,1kg
2024-06-20,Potato,37,43 - 47,44 - 61,1kg
2024-06-20,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-06-20,Amaranth Leaves,13,15 - 17,16 - 21,1kg
2024-06-20,Amla,70,81 - 89,84 - 116,1kg
2024-06-20,Ash gourd,17,20 - 22,20 - 28,1kg
2024-06-20,Baby Corn,46,53 - 58,55 - 76,1kg
2024-06-20,Banana Flower,18,21 - 23,22 - 30,1kg
2024-06-20,Capsicum,41,47 - 52,49 - 68,1kg
2024-06-20,Bitter Gourd,34,39 - 43,41 - 56,1kg
2024-06-20,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-20,Butter Beans,51,59 - 65,61 - 84,1kg
2024-06-20,Broad Beans,72,83 - 91,86 - 119,1kg
2024-06-20,Cabbage,34,39 - 43,41 - 56,1kg
2024-06-20,Carrot,47,54 - 60,56 - 78,1kg
2024-06-20,Cauliflower,26,30 - 33,31 - 43,1kg
2024-06-20,Cluster beans,41,47 - 52,49 - 68,1kg
2024-06-20,Coconut,38,44 - 48,46 - 63,1kg
2024-06-20,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-06-20,Colocasia,29,33 - 37,35 - 48,1kg
2024-06-20,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-06-20,Corn,30,35 - 38,36 - 50,1kg
2024-06-20,Cucumber,30,35 - 38,36 - 50,1kg
2024-06-20,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-06-20,Dill Leaves,14,16 - 18,17 - 23,1kg
2024-06-20,Drumsticks,80,92 - 102,96 - 132,1kg
2024-06-20,Brinjal,38,44 - 48,46 - 63,1kg
2024-06-20,Brinjal (Big),32,37 - 41,38 - 53,1kg
2024-06-20,Elephant Yam,38,44 - 48,46 - 63,1kg
2024-06-20,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-20,French Beans,114,131 - 145,137 - 188,1kg
2024-06-20,Garlic,220,253 - 279,264 - 363,1kg
2024-06-20,Ginger,131,151 - 166,157 - 216,1kg
2024-06-20,Onion Green,38,44 - 48,46 - 63,1kg
2024-06-20,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-20,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-20,Lemon (Lime),90,104 - 114,108 - 149,1kg
2024-06-20,Mango Raw,35,40 - 44,42 - 58,1kg
2024-06-20,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-06-20,Mushroom,92,106 - 117,110 - 152,1kg
2024-06-20,Mustard Leaves,13,15 - 17,16 - 21,1kg
2024-06-20,Ladies Finger,45,52 - 57,54 - 74,1kg
2024-06-20,Pumpkin,19,22 - 24,23 - 31,1kg
2024-06-20,Radish,33,38 - 42,40 - 54,1kg
2024-06-20,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-06-20,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg
2024-06-20,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-20,Sorrel Leaves,15,17 - 19,18 - 25,1kg
2024-06-20,Spinach,13,15 - 17,16 - 21,1kg
2024-06-20,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-21,Onion Big,37,43 - 47,44 - 61,1kg
2024-06-21,Onion Small,53,61 - 67,64 - 87,1kg
2024-06-21,Tomato,51,59 - 65,61 - 84,1kg
2024-06-21,Green Chilli,60,69 - 76,72 - 99,1kg
2024-06-21,Beetroot,41,47 - 52,49 - 68,1kg
2024-06-21,Potato,37,43 - 47,44 - 61,1kg
2024-06-21,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-21,Amaranth Leaves,12,14 - 15,14 - 20,1kg
2024-06-21,Amla,60,69 - 76,72 - 99,1kg
2024-06-21,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-21,Baby Corn,53,61 - 67,64 - 87,1kg
2024-06-21,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-21,Capsicum,40,46 - 51,48 - 66,1kg
2024-06-21,Bitter Gourd,35,40 - 44,42 - 58,1kg
2024-06-21,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-21,Butter Beans,55,63 - 70,66 - 91,1kg
2024-06-21,Broad Beans,67,77 - 85,80 - 111,1kg
2024-06-21,Cabbage,29,33 - 37,35 - 48,1kg
2024-06-21,Carrot,47,54 - 60,56 - 78,1kg
2024-06-21,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-21,Cluster beans,40,46 - 51,48 - 66,1kg
2024-06-21,Coconut,35,40 - 44,42 - 58,1kg
2024-06-21,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-21,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-21,Coriander Leaves,5,6 - 6,6 - 8,1kg
2024-06-21,Corn,34,39 - 43,41 - 56,1kg
2024-06-21,Cucumber,29,33 - 37,35 - 48,1kg
2024-06-21,Curry Leaves,28,32 - 36,34 - 46,1kg
2024-06-21,Dill Leaves,10,12 - 13,12 - 17,1kg
2024-06-21,Drumsticks,70,81 - 89,84 - 116,1kg
2024-06-21,Brinjal,35,40 - 44,42 - 58,1kg
2024-06-21,Brinjal (Big),36,41 - 46,43 - 59,1kg
2024-06-21,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-06-21,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-21,French Beans,115,132 - 146,138 - 190,1kg
2024-06-21,Garlic,244,281 - 310,293 - 403,1kg
2024-06-21,Ginger,122,140 - 155,146 - 201,1kg
2024-06-21,Onion Green,41,47 - 52,49 - 68,1kg
2024-06-21,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-21,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-06-21,Lemon (Lime),105,121 - 133,126 - 173,1kg
2024-06-21,Mango Raw,36,41 - 46,43 - 59,1kg
2024-06-21,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-21,Mushroom,89,102 - 113,107 - 147,1kg
2024-06-21,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-06-21,Ladies Finger,41,47 - 52,49 - 68,1kg
2024-06-21,Pumpkin,18,21 - 23,22 - 30,1kg
2024-06-21,Radish,38,44 - 48,46 - 63,1kg
2024-06-21,Ridge Gourd,32,37 - 41,38 - 53,1kg
2024-06-21,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg
2024-06-21,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-21,Sorrel Leaves,10,12 - 13,12 - 17,1kg
2024-06-21,Spinach,10,12 - 13,12 - 17,1kg
2024-06-21,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-22,Onion Big,37,43 - 47,44 - 61,1kg
2024-06-22,Onion Small,53,61 - 67,64 - 87,1kg
2024-06-22,Tomato,51,59 - 65,61 - 84,1kg
2024-06-22,Green Chilli,60,69 - 76,72 - 99,1kg
2024-06-22,Beetroot,41,47 - 52,49 - 68,1kg
2024-06-22,Potato,37,43 - 47,44 - 61,1kg
2024-06-22,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-22,Amaranth Leaves,12,14 - 15,14 - 20,1kg
2024-06-22,Amla,60,69 - 76,72 - 99,1kg
2024-06-22,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-22,Baby Corn,53,61 - 67,64 - 87,1kg
2024-06-22,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-22,Capsicum,40,46 - 51,48 - 66,1kg
2024-06-22,Bitter Gourd,35,40 - 44,42 - 58,1kg
2024-06-22,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-22,Butter Beans,55,63 - 70,66 - 91,1kg
2024-06-22,Broad Beans,67,77 - 85,80 - 111,1kg
2024-06-22,Cabbage,29,33 - 37,35 - 48,1kg
2024-06-22,Carrot,47,54 - 60,56 - 78,1kg
2024-06-22,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-22,Cluster beans,40,46 - 51,48 - 66,1kg
2024-06-22,Coconut,35,40 - 44,42 - 58,1kg
2024-06-22,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-22,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-22,Coriander Leaves,5,6 - 6,6 - 8,1kg
2024-06-22,Corn,34,39 - 43,41 - 56,1kg
2024-06-22,Cucumber,29,33 - 37,35 - 48,1kg
2024-06-22,Curry Leaves,28,32 - 36,34 - 46,1kg
2024-06-22,Dill Leaves,10,12 - 13,12 - 17,1kg
2024-06-22,Drumsticks,70,81 - 89,84 - 116,1kg
2024-06-22,Brinjal,35,40 - 44,42 - 58,1kg
2024-06-22,Brinjal (Big),36,41 - 46,43 - 59,1kg
2024-06-22,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-06-22,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-22,French Beans,115,132 - 146,138 - 190,1kg
2024-06-22,Garlic,244,281 - 310,293 - 403,1kg
2024-06-22,Ginger,122,140 - 155,146 - 201,1kg
2024-06-22,Onion Green,41,47 - 52,49 - 68,1kg
2024-06-22,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-22,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-06-22,Lemon (Lime),105,121 - 133,126 - 173,1kg
2024-06-22,Mango Raw,36,41 - 46,43 - 59,1kg
2024-06-22,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-22,Mushroom,89,102 - 113,107 - 147,1kg
2024-06-22,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-06-22,Ladies Finger,41,47 - 52,49 - 68,1kg
2024-06-22,Pumpkin,18,21 - 23,22 - 30,1kg
2024-06-22,Radish,38,44 - 48,46 - 63,1kg
2024-06-22,Ridge Gourd,32,37 - 41,38 - 53,1kg
2024-06-22,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg
2024-06-22,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-22,Sorrel Leaves,10,12 - 13,12 - 17,1kg
2024-06-22,Spinach,10,12 - 13,12 - 17,1kg
2024-06-22,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-23,Onion Big,37,43 - 47,44 - 61,1kg
2024-06-23,Onion Small,53,61 - 67,64 - 87,1kg
2024-06-23,Tomato,51,59 - 65,61 - 84,1kg
2024-06-23,Green Chilli,60,69 - 76,72 - 99,1kg
2024-06-23,Beetroot,41,47 - 52,49 - 68,1kg
2024-06-23,Potato,37,43 - 47,44 - 61,1kg
2024-06-23,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-23,Amaranth Leaves,12,14 - 15,14 - 20,1kg
2024-06-23,Amla,60,69 - 76,72 - 99,1kg
2024-06-23,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-23,Baby Corn,53,61 - 67,64 - 87,1kg
2024-06-23,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-23,Capsicum,40,46 - 51,48 - 66,1kg
2024-06-23,Bitter Gourd,35,40 - 44,42 - 58,1kg
2024-06-23,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-23,Butter Beans,55,63 - 70,66 - 91,1kg
2024-06-23,Broad Beans,67,77 - 85,80 - 111,1kg
2024-06-23,Cabbage,29,33 - 37,35 - 48,1kg
2024-06-23,Carrot,47,54 - 60,56 - 78,1kg
2024-06-23,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-23,Cluster beans,40,46 - 51,48 - 66,1kg
2024-06-23,Coconut,35,40 - 44,42 - 58,1kg
2024-06-23,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-23,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-23,Coriander Leaves,5,6 - 6,6 - 8,1kg
2024-06-23,Corn,34,39 - 43,41 - 56,1kg
2024-06-23,Cucumber,29,33 - 37,35 - 48,1kg
2024-06-23,Curry Leaves,28,32 - 36,34 - 46,1kg
2024-06-23,Dill Leaves,10,12 - 13,12 - 17,1kg
2024-06-23,Drumsticks,70,81 - 89,84 - 116,1kg
2024-06-23,Brinjal,35,40 - 44,42 - 58,1kg
2024-06-23,Brinjal (Big),36,41 - 46,43 - 59,1kg
2024-06-23,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-06-23,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-23,French Beans,115,132 - 146,138 - 190,1kg
2024-06-23,Garlic,244,281 - 310,293 - 403,1kg
2024-06-23,Ginger,122,140 - 155,146 - 201,1kg
2024-06-23,Onion Green,41,47 - 52,49 - 68,1kg
2024-06-23,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-23,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-06-23,Lemon (Lime),105,121 - 133,126 - 173,1kg
2024-06-23,Mango Raw,36,41 - 46,43 - 59,1kg
2024-06-23,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-23,Mushroom,89,102 - 113,107 - 147,1kg
2024-06-23,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-06-23,Ladies Finger,41,47 - 52,49 - 68,1kg
2024-06-23,Pumpkin,18,21 - 23,22 - 30,1kg
2024-06-23,Radish,38,44 - 48,46 - 63,1kg
2024-06-23,Ridge Gourd,32,37 - 41,38 - 53,1kg
2024-06-23,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg
2024-06-23,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-23,Sorrel Leaves,10,12 - 13,12 - 17,1kg
2024-06-23,Spinach,10,12 - 13,12 - 17,1kg
2024-06-23,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-24,Onion Big,37,43 - 47,44 - 61,1kg
2024-06-24,Onion Small,53,61 - 67,64 - 87,1kg
2024-06-24,Tomato,51,59 - 65,61 - 84,1kg
2024-06-24,Green Chilli,60,69 - 76,72 - 99,1kg
2024-06-24,Beetroot,41,47 - 52,49 - 68,1kg
2024-06-24,Potato,37,43 - 47,44 - 61,1kg
2024-06-24,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-06-24,Amaranth Leaves,12,14 - 15,14 - 20,1kg
2024-06-24,Amla,60,69 - 76,72 - 99,1kg
2024-06-24,Ash gourd,18,21 - 23,22 - 30,1kg
2024-06-24,Baby Corn,53,61 - 67,64 - 87,1kg
2024-06-24,Banana Flower,19,22 - 24,23 - 31,1kg
2024-06-24,Capsicum,40,46 - 51,48 - 66,1kg
2024-06-24,Bitter Gourd,35,40 - 44,42 - 58,1kg
2024-06-24,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-06-24,Butter Beans,55,63 - 70,66 - 91,1kg
2024-06-24,Broad Beans,67,77 - 85,80 - 111,1kg
2024-06-24,Cabbage,29,33 - 37,35 - 48,1kg
2024-06-24,Carrot,47,54 - 60,56 - 78,1kg
2024-06-24,Cauliflower,27,31 - 34,32 - 45,1kg
2024-06-24,Cluster beans,40,46 - 51,48 - 66,1kg
2024-06-24,Coconut,35,40 - 44,42 - 58,1kg
2024-06-24,Colocasia Leaves,15,17 - 19,18 - 25,1kg
2024-06-24,Colocasia,28,32 - 36,34 - 46,1kg
2024-06-24,Coriander Leaves,5,6 - 6,6 - 8,1kg
2024-06-24,Corn,34,39 - 43,41 - 56,1kg
2024-06-24,Cucumber,29,33 - 37,35 - 48,1kg
2024-06-24,Curry Leaves,28,32 - 36,34 - 46,1kg
2024-06-24,Dill Leaves,10,12 - 13,12 - 17,1kg
2024-06-24,Drumsticks,70,81 - 89,84 - 116,1kg
2024-06-24,Brinjal,35,40 - 44,42 - 58,1kg
2024-06-24,Brinjal (Big),36,41 - 46,43 - 59,1kg
2024-06-24,Elephant Yam,34,39 - 43,41 - 56,1kg
2024-06-24,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-06-24,French Beans,115,132 - 146,138 - 190,1kg
2024-06-24,Garlic,244,281 - 310,293 - 403,1kg
2024-06-24,Ginger,122,140 - 155,146 - 201,1kg
2024-06-24,Onion Green,41,47 - 52,49 - 68,1kg
2024-06-24,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-24,Ivy Gourd,26,30 - 33,31 - 43,1kg
2024-06-24,Lemon (Lime),105,121 - 133,126 - 173,1kg
2024-06-24,Mango Raw,36,41 - 46,43 - 59,1kg
2024-06-24,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-24,Mushroom,89,102 - 113,107 - 147,1kg
2024-06-24,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-06-24,Ladies Finger,41,47 - 52,49 - 68,1kg
2024-06-24,Pumpkin,18,21 - 23,22 - 30,1kg
2024-06-24,Radish,38,44 - 48,46 - 63,1kg
2024-06-24,Ridge Gourd,32,37 - 41,38 - 53,1kg
2024-06-24,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg
2024-06-24,Snake Gourd,37,43 - 47,44 - 61,1kg
2024-06-24,Sorrel Leaves,10,12 - 13,12 - 17,1kg
2024-06-24,Spinach,10,12 - 13,12 - 17,1kg
2024-06-24,Sweet Potato,40,46 - 51,48 - 66,1kg
2024-06-25,Onion Big,44,51 - 56,53 - 73,1kg
2024-06-25,Onion Small,62,71 - 79,74 - 102,1kg
2024-06-25,Tomato,51,59 - 65,61 - 84,1kg
2024-06-25,Green Chilli,62,71 - 79,74 - 102,1kg
2024-06-25,Beetroot,39,45 - 50,47 - 64,1kg
2024-06-25,Potato,36,41 - 46,43 - 59,1kg
2024-06-25,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-06-25,Amaranth Leaves,10,12 - 13,12 - 17,1kg
2024-06-25,Amla,60,69 - 76,72 - 99,1kg
2024-06-25,Ash gourd,17,20 - 22,20 - 28,1kg
2024-06-25,Baby Corn,56,64 - 71,67 - 92,1kg
2024-06-25,Banana Flower,20,23 - 25,24 - 33,1kg
2024-06-25,Capsicum,43,49 - 55,52 - 71,1kg
2024-06-25,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-06-25,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-06-25,Butter Beans,47,54 - 60,56 - 78,1kg
2024-06-25,Broad Beans,75,86 - 95,90 - 124,1kg
2024-06-25,Cabbage,34,39 - 43,41 - 56,1kg
2024-06-25,Carrot,42,48 - 53,50 - 69,1kg
2024-06-25,Cauliflower,24,28 - 30,29 - 40,1kg
2024-06-25,Cluster beans,40,46 - 51,48 - 66,1kg
2024-06-25,Coconut,35,40 - 44,42 - 58,1kg
2024-06-25,Colocasia Leaves,12,14 - 15,14 - 20,1kg
2024-06-25,Colocasia,30,35 - 38,36 - 50,1kg
2024-06-25,Coriander Leaves,10,12 - 13,12 - 17,1kg
2024-06-25,Corn,33,38 - 42,40 - 54,1kg
2024-06-25,Cucumber,29,33 - 37,35 - 48,1kg
2024-06-25,Curry Leaves,28,32 - 36,34 - 46,1kg
2024-06-25,Dill Leaves,13,15 - 17,16 - 21,1kg
2024-06-25,Drumsticks,70,81 - 89,84 - 116,1kg
2024-06-25,Brinjal,37,43 - 47,44 - 61,1kg
2024-06-25,Brinjal (Big),33,38 - 42,40 - 54,1kg
2024-06-25,Elephant Yam,37,43 - 47,44 - 61,1kg
2024-06-25,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-06-25,French Beans,105,121 - 133,126 - 173,1kg
2024-06-25,Garlic,249,286 - 316,299 - 411,1kg
2024-06-25,Ginger,136,156 - 173,163 - 224,1kg
2024-06-25,Onion Green,43,49 - 55,52 - 71,1kg
2024-06-25,Green Peas,45,52 - 57,54 - 74,1kg
2024-06-25,Ivy Gourd,27,31 - 34,32 - 45,1kg
2024-06-25,Lemon (Lime),100,115 - 127,120 - 165,1kg
2024-06-25,Mango Raw,38,44 - 48,46 - 63,1kg
2024-06-25,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-06-25,Mushroom,90,104 - 114,108 - 149,1kg
2024-06-25,Mustard Leaves,18,21 - 23,22 - 30,1kg
2024-06-25,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-06-25,Pumpkin,21,24 - 27,25 - 35,1kg
2024-06-25,Radish,37,43 - 47,44 - 61,1kg
2024-06-25,Ridge Gourd,34,39 - 43,41 - 56,1kg
2024-06-25,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg
2024-06-25,Snake Gourd,38,44 - 48,46 - 63,1kg
2024-06-25,Sorrel Leaves,12,14 - 15,14 - 20,1kg
2024-06-25,Spinach,12,14 - 15,14 - 20,1kg
2024-06-25,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-06-26,Onion Big,44,51 - 56,53 - 73,1kg
2024-06-26,Onion Small,62,71 - 79,74 - 102,1kg
2024-06-26,Tomato,51,59 - 65,61 - 84,1kg
2024-06-26,Green Chilli,62,71 - 79,74 - 102,1kg
2024-06-26,Beetroot,39,45 - 50,47 - 64,1kg
2024-06-26,Potato,36,41 - 46,43 - 59,1kg
2024-06-26,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-06-26,Amaranth Leaves,10,12 - 13,12 - 17,1kg
2024-06-26,Amla,60,69 - 76,72 - 99,1kg
2024-06-26,Ash gourd,17,20 - 22,20 - 28,1kg
2024-06-26,Baby Corn,56,64 - 71,67 - 92,1kg
2024-06-26,Banana Flower,20,23 - 25,24 - 33,1kg
2024-06-26,Capsicum,43,49 - 55,52 - 71,1kg
